,class_,Address_1,Address_2,use_p,research_date,research,phone_num,C_ad1,C_ad,temp_data,weather_data,rain_data,oz_data
621,감로천약수터,37.468825,126.732545,100,2019-10-01,부적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
622,불로약수터,37.46883023,126.7242531,100,2019-10-01,부적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
623,귀성약수터,37.46227725,126.772928,300,2019-10-01,적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
624,문학약수터,37.4405548028,126.6880701821,150,2019-09-03,적합,032-880-4377,인천광역시 미추홀구청,인천광역시 미추홀구,15,"맑음, 어제보다 0˚ 높아요",30,0.003ppm
625,연경산약수터,37.436001,126.670898,100,2019-09-03,적합,032-880-4377,인천광역시 미추홀구청,인천광역시 미추홀구,15,"맑음, 어제보다 0˚ 높아요",30,0.003ppm
626,번개약수터,37.473615,126.765066,50,2019-08-06,적합,032-509-6647,인천광역시 부평구청,인천광역시 부평구,13,"맑음, 어제보다 2˚ 높아요",30,0.005ppm
627,부령약수터,37.474878,126.731483,50,2019-08-20,부적합,032-509-6647,인천광역시 부평구청,인천광역시 부평구,13,"맑음, 어제보다 2˚ 높아요",30,0.005ppm
628,선포약수터,37.486743,126.702179,250,2019-08-06,적합,032-509-6647,인천광역시 부평구청,인천광역시 부평구,13,"맑음, 어제보다 2˚ 높아요",30,0.005ppm
629,용포약수터,37.485077,126.704307,150,2019-08-06,적합,032-509-6647,인천광역시 부평구청,인천광역시 부평구,13,"맑음, 어제보다 2˚ 높아요",30,0.005ppm
630,백조약수터,37.473163,126.733988,80,2019-08-20,부적합,032-509-6647,인천광역시 부평구청,인천광역시 부평구,13,"맑음, 어제보다 2˚ 높아요",30,0.005ppm
631,동우약수터,37.533691,126.680581,30,2020-08-14,부적합,032-560-4354,인천광역시 서구청,인천광역시 서구,15,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
632,가정약수터,37.515521,126.682113,30,2020-08-14,부적합,032-560-4354,인천광역시 서구청,인천광역시 서구,15,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
633,가현산약수터,37.623594,126.651301,30,2020-08-14,부적합,032-560-4354,인천광역시 서구청,인천광역시 서구,15,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
634,석남3약수터,37.506751,126.683106,30,2020-08-14,부적합,032-560-4354,인천광역시 서구청,인천광역시 서구,15,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
635,호불사,37.421472,126.658402,200,2020-07-02,적합,032-749-7921,연수구청,인천광역시 연수구,15,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
636,포망골,37.421131,126.664338,200,2020-07-02,적합,032-749-7921,연수구청,인천광역시 연수구,15,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
637,청학사,37.4296101332,126.6691301302,200,2020-07-02,적합,032-749-7921,연수구청,인천광역시 연수구,15,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
638,병풍바위,37.421779,126.660848,200,2020-07-02,적합,032-749-7921,연수구청,인천광역시 연수구,15,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
639,월미공원 전통공원지구 약수터,37.4726761902,126.6061264794,200,2019-05-17,적합,032-760-7393,인천광역시 중구청,인천광역시 중구,15,"맑음, 어제보다 0˚ 높아요",30,0.003ppm
640,탑골,34.642039651,126.7670870117,100,2019-06-12,적합,061-430-3775,강진군,전라남도 강진군,14,"비, 어제보다 2˚ 높아요",60,0.033ppm
641,보은산,34.6543456953,126.765041045,150,2019-06-12,적합,061-430-3775,강진군,전라남도 강진군,14,"비, 어제보다 2˚ 높아요",60,0.033ppm
642,낙하정,34.6382181276,126.7617753221,500,2019-06-12,적합,061-430-3775,강진군,전라남도 강진군,14,"비, 어제보다 2˚ 높아요",60,0.033ppm
643,가재샘,34.5499439025,126.7347984755,60,2019-06-12,적합,061-430-3775,강진군,전라남도 강진군,14,"비, 어제보다 2˚ 높아요",60,0.033ppm
644,기알재,34.7362085502,126.7986814479,150,2019-06-12,부적합,061-430-3775,강진군,전라남도 강진군,14,"비, 어제보다 2˚ 높아요",60,0.033ppm
645,삼인동약수터,35.17297,127.280275,100,2018-07-20,적합,061-360-8525,곡성군 환경과,전라남도 곡성군,13,"비, 어제보다 2˚ 높아요",60,0.015ppm
646,아방절약수터,35.26707,127.324245,50,2018-07-20,적합,061-360-8525,곡성군 환경과,전라남도 곡성군,13,"비, 어제보다 2˚ 높아요",60,0.015ppm
647,지동약수터,35.28509,127.123208,100,2018-07-20,적합,061-360-8525,곡성군 환경과,전라남도 곡성군,13,"비, 어제보다 2˚ 높아요",60,0.015ppm
648,광영 큰골약수터,34.9655308,127.7046318,50,2018-12-24,적합,061-797-2535,전라남도 광양시청,전라남도 광양시,14,"비, 어제보다 2˚ 낮아요",60,0.023ppm
649,마동 관음사약수터,34.9528517,127.7029812692,60,2018-12-24,적합,061-797-2535,전라남도 광양시청,전라남도 광양시,14,"비, 어제보다 2˚ 낮아요",60,0.023ppm
650,옥룡 상산약수터,35.0435615,127.5921925,150,2018-12-24,적합,061-797-2535,전라남도 광양시청,전라남도 광양시,14,"비, 어제보다 2˚ 낮아요",60,0.023ppm
651,감로천,35.27277782,127.4760457,50,2020-05-08,적합,061-780-8119,구례군청,전라남도 구례군,14,"비, 어제보다 5˚ 높아요",60,0.007ppm
652,버드실샘,35.236022,127.472666,50,2020-05-08,적합,061-780-8119,구례군청,전라남도 구례군,14,"비, 어제보다 5˚ 높아요",60,0.007ppm
653,작은등샘,35.208062,127.507388,50,2020-05-08,적합,061-780-8119,구례군청,전라남도 구례군,14,"비, 어제보다 5˚ 높아요",60,0.007ppm
654,당몰샘,35.21555809,127.4982662,50,2020-05-08,부적합,061-780-8119,구례군청,전라남도 구례군,14,"비, 어제보다 5˚ 높아요",60,0.007ppm
655,심원옹달샘,35.30606232,127.5104711,50,2020-05-08,부적합,061-780-8119,구례군청,전라남도 구례군,14,"비, 어제보다 5˚ 높아요",60,0.007ppm
656,담양군 죽림약수터,35.1376451408,127.0694876366,50,2019-02-18,적합,061-380-3327,담양군 물순환사업소,전라남도 담양군,14,"비, 어제보다 3˚ 높아요",60,0.005ppm
657,담양군 옥천골약수터,35.2421592586,127.072374,250,2019-02-18,적합,061-380-3327,담양군 물순환사업소,전라남도 담양군,14,"비, 어제보다 3˚ 높아요",60,0.005ppm
658,담양군 한재골약수터,35.3091268491,126.874591,100,2019-02-18,적합,061-380-3327,담양군 물순환사업소,전라남도 담양군,14,"비, 어제보다 3˚ 높아요",60,0.005ppm
659,담양군 물통공약수터,35.3950113587,126.9764290725,50,2019-02-18,적합,061-380-3327,담양군 물순환사업소,전라남도 담양군,14,"비, 어제보다 3˚ 높아요",60,0.005ppm
660,고락산(Ⅰ),34.7576841,127.6905358,350,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
661,구봉산,34.7406432,127.7149606,500,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
662,쌍용사,34.7649133,127.6459135,300,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
663,고락산(Ⅱ),34.7613589,127.6895761,400,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
664,연곡제,34.7461798,127.710941,200,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
665,텃골,34.7478296,127.7083424,300,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
666,연등,34.7567281,127.7233117,100,2019-03-11,적합,061-659-4907,전라남도 여수시청,전라남도 여수시,15,"비, 어제보다 3˚ 낮아요",60,0.042ppm
667,불갑약수터,35.212291,126.506717,70,2017-11-08,적합,061-350-5528,전라남도 영광군,전라남도 영광군,14,"흐림, 어제보다 1˚ 높아요",60,0.030ppm
668,냉천약수터,34.826377,126.744629,30,2019-06-13,적합,061-470-2692,수도사업소,전라남도 영암군,13,"비, 어제보다 3˚ 높아요",60,0.025ppm
669,길암천약수터,34.707286,126.5629792,20,2019-06-13,적합,061-470-2692,수도사업소,전라남도 영암군,13,"비, 어제보다 3˚ 높아요",60,0.025ppm
670,탑동약수터,37.566535,126.977969,35,2019-06-13,적합,061-470-2692,수도사업소,전라남도 영암군,13,"비, 어제보다 3˚ 높아요",60,0.025ppm
671,백양사약수터,35.4392036,126.8832322,200,2018-02-19,적합,061-390-8566,전라남도 장성군 맑은물관리사업소,전라남도 장성군,14,"비, 어제보다 2˚ 높아요",60,0.011ppm
672,빗기촌약수터,35.299103,126.787529,50,2018-02-19,적합,061-390-8566,전라남도 장성군 맑은물관리사업소,전라남도 장성군,14,"비, 어제보다 2˚ 높아요",60,0.011ppm
673,제봉산약수터,35.29759,126.790674,50,2018-03-30,적합,061-390-8566,전라남도 장성군 맑은물관리사업소,전라남도 장성군,14,"비, 어제보다 2˚ 높아요",60,0.011ppm
674,사또샘약수터,34.6820317383,126.8954429398,180,2019-03-12,적합,061-860-0521,전라남도장흥군청,전라남도 장흥군,14,"비, 어제보다 3˚ 높아요",60,0.037ppm
675,평화약수터,34.664216576,126.9202614278,300,2019-03-12,적합,061-860-0521,전라남도장흥군청,전라남도 장흥군,14,"비, 어제보다 3˚ 높아요",60,0.037ppm
676,억불샘약수터,34.6601255701,126.9225912311,70,2019-03-12,적합,061-860-0521,전라남도장흥군청,전라남도 장흥군,14,"비, 어제보다 3˚ 높아요",60,0.037ppm
677,동복 땀띠샘,35.063346,127.136639,20,2019-03-26,적합,061-379-3853,전라남도 화순군청,전라남도 화순군,13,"비, 어제보다 1˚ 높아요",60,0.021ppm
678,한천 참샘,34.988161,127.001333,20,2019-03-26,적합,061-379-3853,전라남도 화순군청,전라남도 화순군,13,"비, 어제보다 1˚ 높아요",60,0.021ppm
679,장군산(오리알) 약수터,35.979046,126.759352,100,2019-03-20,적합,063-454-3414,전라북도 군산시청,전라북도 군산시,15,"흐림, 어제보다 2˚ 높아요",30,0.018ppm
680,임피남산 약수터,35.976533,126.855679,50,2019-03-20,적합,063-454-3414,전라북도 군산시청,전라북도 군산시,15,"흐림, 어제보다 2˚ 높아요",30,0.018ppm
681,월정,35.65919311,126.6527376,0,2015-09-14,부적합,063-580-3870,부안군상하수도사업소,전라북도 부안군,14,"흐림, 어제보다 2˚ 높아요",30,0.019ppm
682,대룡샘,35.57821654,126.2624234,0,2015-09-14,부적합,063-580-3870,부안군상하수도사업소,전라북도 부안군,14,"흐림, 어제보다 2˚ 높아요",30,0.019ppm
683,진동,35.70936057,126.7228157,0,2015-09-14,부적합,063-580-3870,부안군상하수도사업소,전라북도 부안군,14,"흐림, 어제보다 2˚ 높아요",30,0.019ppm
684,대가약수터,35.3421471329,127.1789022752,50,2019-05-09,적합,063-650-1733,순창군청,전라북도 순창군,13,"비, 어제보다 2˚ 높아요",60,0.015ppm
685,수왕사 약수터,35.7272881,127.0890475,1000,2019-03-22,적합,063-290-2693,완주군청,전라북도 완주군,13,"흐림, 어제보다 3˚ 높아요",20,0.013ppm
686,좁은목약수터,35.8074957292,127.1625772168,300,2020-06-16,적합,063-281-6921,맑은물사업본부 급수과,전라북도 전주시,14,"흐림, 어제보다 2˚ 높아요",20,0.032ppm
687,완산칠봉약수터,35.8072918826,127.1457656086,50,2020-06-16,적합,063-281-6921,맑은물사업본부 급수과,전라북도 전주시,14,"흐림, 어제보다 2˚ 높아요",20,0.032ppm
688,영실물,33.3331523531,126.4761728161,200,2019-03-31,적합,064-710-6430,환경보전국 물정책과,제주도 서귀포시,18,"비, 어제보다 0˚ 높아요",70,0.037ppm
689,절물,33.4377719736,126.6258276666,250,2019-03-31,적합,064-710-6430,환경보전국 물정책과,제주도 제주시,17,"비, 어제보다 1˚ 낮아요",70,0.046ppm
690,동금암광장,36.272459,127.258788,120,2020-03-05,적합,042-840-2453,계룡시 환경위생과,충청남도 계룡시,11,"흐림, 어제보다 4˚ 높아요",30,0.010ppm
691,청송약수터,36.29656268,127.2377735,200,2020-03-05,적합,042-840-2453,계룡시 환경위생과,충청남도 계룡시,11,"흐림, 어제보다 4˚ 높아요",30,0.010ppm
692,만운사약수터,36.29242913,127.2202612,50,2020-03-05,적합,042-840-2453,계룡시 환경위생과,충청남도 계룡시,11,"흐림, 어제보다 4˚ 높아요",30,0.010ppm
693,갑사 용수대,36.3678309471,127.1829464,300,2019-04-09,적합,042-825-3002,계룡산 국립공원관리사무소,충청남도 공주시,11,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
694,동학사 매표소,36.3566829,127.2325192,700,2019-04-09,적합,042-825-3002,계룡산 국립공원관리사무소,충청남도 공주시,11,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
695,해지개큰샘,36.4452027668,127.1196552886,100,2019-04-09,적합,041-840-8626,공주시청 상하수도과,충청남도 공주시,11,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
696,노성산약수터,36.28664619,127.1269436,50,2019-02-14,적합,041-746-5552,충청남도 논산시청,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
697,노성산(하)약수터,36.286634,127.126936,60,2020-01-01,적합,041-746-5552,논산시 환경과,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
698,수락약수터,36.14761533,127.305794,50,2019-02-14,적합,041-746-5552,충청남도 논산시청,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
699,수락리약수터,36.147625,127.3057887,60,2020-01-01,적합,041-746-5552,논산시 환경과,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
700,소룡약수터,36.09876259,127.1308669,50,2019-02-14,적합,041-746-5552,충청남도 논산시청,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
701,소룡리약수터,36.098748,127.1308678,60,2020-01-01,부적합,041-746-5552,논산시 환경과,충청남도 논산시,13,"흐림, 어제보다 3˚ 높아요",30,0.003ppm
702,봉화약수,36.94415461,126.6910174,50,2020-03-26,적합,041-360-6593,당진시 환경정책과,충청남도 당진시,14,"구름많음, 어제보다 3˚ 높아요",20,0.020ppm
703,이어니재 약수터,36.278784127,126.5958895753,100,2019-04-16,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
704,원전 약수터,36.440497838,126.5348087508,100,2019-04-16,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
705,구룡1리 약수,36.24591441,126.5755023,30,2020-01-23,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
706,웅무정 약수터,36.2440592,126.5831069,50,2019-04-16,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
707,신흥사 약수터,36.360835549,126.5942066991,100,2019-04-16,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
708,소리골 약수,36.396424,126.693136,30,2020-01-23,적합,041-930-3683,보령시 환경보호과,충청남도 보령시,16,"흐림, 어제보다 3˚ 높아요",30,0.028ppm
709,부여군 조왕사약수,36.2777231234,126.921438,30,2019-06-20,적합,041-830-2676,충청남도 부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
710,구정문약수,36.286014,126.9124206,150,2020-02-18,적합,041-830-2676,부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
711,부여군 왕능우물,36.276476,126.9452388262,100,2019-06-20,적합,041-830-2676,충청남도 부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
712,태자수약수,36.291025,126.914247,60,2020-02-11,부적합,041-830-2676,부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
713,거무내정약수,36.28306407,126.9266165,200,2020-02-11,적합,041-830-2676,부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
714,고란약수,36.292578,126.9131688,100,2020-02-11,부적합,041-830-2676,부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
715,부여군 고란약수,36.292411,126.913209,100,2019-06-20,적합,041-830-2676,충청남도 부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
716,등경수약수터,36.178169,126.921788,100,2020-02-11,부적합,041-830-2676,부여군 상하수도사업소,충청남도 부여군,13,"흐림, 어제보다 2˚ 높아요",30,0.003ppm
717,진골약수터,36.125146,126.7882762,50,2020-02-10,적합,041-950-6813,서천군 맑은물사업소,충청남도 서천군,14,"흐림, 어제보다 3˚ 높아요",30,0.023ppm
718,봉서사,36.089799,126.798813,50,2020-02-10,적합,041-950-6813,서천군 맑은물사업소,충청남도 서천군,14,"흐림, 어제보다 3˚ 높아요",30,0.023ppm
719,영천약수,36.846293,126.9545734,10,2020-04-01,부적합,041-537-3562,아산시 상수도과,충청남도 아산시,13,"구름많음, 어제보다 3˚ 높아요",20,0.011ppm
720,영천약수터,36.8462826637,126.9545734299,10,2017-09-20,적합,041-537-3562,충청남도 아산시청,충청남도 아산시,13,"구름많음, 어제보다 3˚ 높아요",20,0.011ppm
721,온주약수터,36.7620861,127.0193848797,100,2017-09-20,적합,041-537-3562,충청남도 아산시청,충청남도 아산시,13,"구름많음, 어제보다 3˚ 높아요",20,0.011ppm
722,광덕사약수터,36.69961755,126.6510862,110,2020-02-04,적합,041-339-7505,예산군 환경과,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
723,고택약수터,36.7455433005,126.7998806486,180,2020-06-25,적합,041-339-7505,예산군청 환경과/예산읍사무소 환경팀,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
724,대회리약수,36.67688007,126.8398155,220,2020-01-01,부적합,041-339-7505,예산군 환경과,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
725,옻샘약수터,36.7140512233,126.8592038284,170,2020-06-25,적합,041-339-7505,예산군청 환경과/예산읍사무소 환경팀,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
726,봉대미산약수터,36.6854429438,126.8417546384,170,2020-06-25,부적합,041-339-7505,예산군청 환경과/예산읍사무소 환경팀,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
727,금오산약수터,36.685388,126.848998,140,2020-02-04,적합,041-339-7505,예산군 환경과,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
728,오소리약수터,36.6835767441,126.8375014334,190,2020-06-25,적합,041-339-7505,예산군청 환경과/예산읍사무소 환경팀,충청남도 예산군,15,"흐림, 어제보다 2˚ 높아요",20,0.021ppm
729,구성약수,36.8013709,127.168625,200,2020-02-28,부적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
730,유왕골약수,36.837566,127.205219,300,2020-02-28,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
731,흑성산약수,36.79659742,127.207557,100,2020-02-28,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
732,매봉약수,36.76009007,127.3083682,500,2020-02-19,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
733,홍샘약수,36.78416482,127.1785252,200,2020-03-02,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
734,발산약수,36.728372,127.2973107,100,2020-03-02,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
735,각원사약수,36.83526716,127.1966742,550,2020-01-01,부적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
736,태학산약수,36.74297065,127.087129,200,2020-02-27,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
737,휴양림약수,36.72640198,127.0927128,100,2020-02-27,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
738,성산약수,36.81061769,127.1086766,150,2020-03-23,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
739,요방약수,36.8507044,127.1880666,100,2020-01-01,부적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
740,신대약수,36.85309032,127.161201,150,2020-03-23,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
741,봉서산약수,36.810321,127.125022,450,2020-02-21,적합,041-521-3157,천안시 급수과,충청남도 천안시,14,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
742,우산성(하),36.453852,126.807451,100,2020-03-05,적합,041-940-2266,청양군 환경보호과,충청남도 청양군,12,"흐림, 어제보다 4˚ 높아요",20,0.024ppm
743,우성산(하)약수터,36.453685,126.807709,150,2019-07-24,적합,041-940-2262,충청남도 청양군청,충청남도 청양군,12,"흐림, 어제보다 4˚ 높아요",20,0.024ppm
744,우성산(상)약수터,36.458004,126.789768,50,2019-07-24,적합,041-940-2262,충청남도 청양군청,충청남도 청양군,12,"흐림, 어제보다 4˚ 높아요",20,0.024ppm
745,우산성(상),36.457749,126.8055551,50,2020-03-05,적합,041-940-2266,청양군 환경보호과,충청남도 청양군,12,"흐림, 어제보다 4˚ 높아요",20,0.024ppm
746,냉천골약수터,36.7658552799,126.3070929386,50,2018-07-01,적합,041-670-2536,태안군상하수도센터,충청남도 태안군,15,"구름많음, 어제보다 3˚ 높아요",20,0.033ppm
747,관음사약수터,36.49843453,126.632387,100,2020-03-16,적합,041-630-1345,홍성군 환경과,충청남도 홍성군,13,"구름많음, 어제보다 1˚ 높아요",20,0.017ppm
748,용봉약수터,36.649461,126.653296,100,2020-03-16,적합,041-630-1345,홍성군 환경과,충청남도 홍성군,13,"구름많음, 어제보다 1˚ 높아요",20,0.017ppm
749,홍주성 옥사우물,36.600953,126.6632216,50,2020-03-16,적합,041-630-1345,홍성군 환경과,충청남도 홍성군,13,"구름많음, 어제보다 1˚ 높아요",20,0.017ppm
750,공설운동장,36.812338,127.788124,150,2019-01-18,적합,043-830-3637,괴산군수도사업소,충청북도 괴산군,11,"흐림, 어제보다 3˚ 높아요",20,0.003ppm
751,찬새미약수터,36.8642699,127.7252162,60,2019-01-18,적합,043-830-3637,괴산군수도사업소,충청북도 괴산군,11,"흐림, 어제보다 3˚ 높아요",20,0.003ppm
752,솔티찬샘물,36.802218,127.9248555,120,2019-01-18,적합,043-830-3637,괴산군수도사업소,충청북도 괴산군,11,"흐림, 어제보다 3˚ 높아요",20,0.003ppm
753,월문리약수터,36.6934818,127.7368509,80,2019-01-18,적합,043-830-3637,괴산군수도사업소,충청북도 괴산군,11,"흐림, 어제보다 3˚ 높아요",20,0.003ppm
754,산막이약수터,36.754088,127.8228554,200,2019-01-18,적합,043-830-3637,괴산군수도사업소,충청북도 괴산군,11,"흐림, 어제보다 3˚ 높아요",20,0.003ppm
755,기촌,36.9785074079,128.3926905043,50,2020-03-27,적합,043-420-2663,충청북도 단양군청,충청북도 단양군,13,"흐림, 어제보다 2˚ 높아요",20,0.002ppm
756,평동,37.0317102,128.2961337,50,2020-03-27,적합,043-420-2663,충청북도 단양군청,충청북도 단양군,13,"흐림, 어제보다 2˚ 높아요",20,0.002ppm
757,내북 법주 약수터,36.5441677424,127.6243490201,20,2019-07-26,적합,043-540-4413,상하수도사업소,충청북도 보은군,11,"흐림, 어제보다 4˚ 높아요",20,0.022ppm
758,향교골 약수터,36.4909118359,127.714839144,50,2019-08-13,적합,043-540-4413,상하수도사업소,충청북도 보은군,11,"흐림, 어제보다 4˚ 높아요",20,0.022ppm
759,월송리 약수터,36.4787541113,127.7295762033,10,2019-07-26,적합,043-540-4413,상하수도사업소,충청북도 보은군,11,"흐림, 어제보다 4˚ 높아요",20,0.022ppm
760,죽전 공동우물,36.4769456885,127.719982009,40,2019-08-13,적합,043-540-4413,상하수도사업소,충청북도 보은군,11,"흐림, 어제보다 4˚ 높아요",20,0.022ppm
761,보은죽전공동우물,36.4770577646,127.717532689,50,2019-08-13,적합,043-540-4413,상하수도사업소,충청북도 보은군,11,"흐림, 어제보다 4˚ 높아요",20,0.022ppm
762,가리약수터,36.1822792,127.8349513,30,2018-06-15,적합,043-740-3423,충청북도 영동군청,충청북도 영동군,13,"흐림, 어제보다 5˚ 높아요",30,0.016ppm
763,비야골약수터,36.35579918,127.5288215,10,2019-03-21,적합,043-730-4836,충청북도 옥천군청,충청북도 옥천군,12,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
764,가산사우물,36.40162588,127.5975756224,10,2019-03-21,적합,043-730-4836,충청북도 옥천군청,충청북도 옥천군,12,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
765,월외우물,36.42861171,127.641632,10,2018-11-29,적합,043-730-4836,충청북도 옥천군청,충청북도 옥천군,12,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
766,교평약수터,36.356014,127.800621,10,2018-11-29,적합,043-730-4836,충청북도 옥천군청,충청북도 옥천군,12,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
767,덕의봉약수터,36.353132,127.7859739138,10,2019-03-21,부적합,043-730-4836,충청북도 옥천군청,충청북도 옥천군,12,"흐림, 어제보다 3˚ 높아요",30,0.006ppm
768,몽암사약수터,37.1148000243,128.1899644229,50,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
769,구룡약수터,37.070958,128.1717859917,50,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
770,용터약수터,37.170631,128.2075650084,80,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
771,피재골약수터,37.193096,128.191756,300,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
772,사찰약수터,37.173387,128.213541,100,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
773,포전약수터,37.1903002371,128.2309305595,40,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
774,등너머약수터,37.1384472898,128.1866707787,150,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
